# STRING,ENGLISH,SIMPLIFIED CHINESE
STR_GRF_NAME,China Set: Trains {VERSION_STRING},中国包：火车 {VERSION_STRING}
STR_FULL_NAME_SRZ225Z,{BLACK}FULLNAME: {GOLD}Type 25 Semi-Highspeed Double Decker 2nd-Class Seat Passenger Coach,{BLACK}全称：{GOLD}25系准高速双层二等软座客车
STR_FULL_NAME_SCA25Z,{BLACK}FULLNAME: {GOLD}Type 25 Semi-Highspeed Double Decker Restaurant Car,{BLACK}全称：{GOLD}25系准高速双层餐车
STR_FULL_NAME_SRZXL25Z,{BLACK}FULLNAME: {GOLD}Type 25 Semi-Highspeed Double Decker 1st-Class Seat Passenger Coach & Luggage Car,{BLACK}全称：{GOLD}25系准高速双层一等软座行李合造车
STR_FULL_NAME_YZ25DT_JINLUN,"{BLACK}FULLNAME: {GOLD}Type 25 Unilaminar Hard Seat Passenger Trail Car of ""Jinlun"" DMU",{BLACK}全称：{GOLD}“金轮号”内燃动车组25系单层硬座拖车
STR_FULL_NAME_YW25DT_JINLUN,"{BLACK}FULLNAME: {GOLD}Type 25 Unilaminar Hard Sleeper Passenger Trail Car of ""Jinlun"" DMU",{BLACK}全称：{GOLD}“金轮号”内燃动车组25系单层硬卧拖车
STR_FULL_NAME_RW25DT_JINLUN,"{BLACK}FULLNAME: {GOLD}Type 25 Unilaminar Soft Sleeper Passenger Trail Car of ""Jinlun"" DMU",{BLACK}全称：{GOLD}“金轮号”内燃动车组25系单层软卧拖车
STR_FULL_NAME_SYZ25DT_JINLUN,"{BLACK}FULLNAME: {GOLD}Type 25 Double Decker Hard Seat Passenger Trail Car of ""Jinlun"" DMU",{BLACK}全称：{GOLD}“金轮号”内燃动车组25系双层硬座拖车
STR_FULL_NAME_SRZ25DT_JINLUN,"{BLACK}FULLNAME: {GOLD}Type 25 Double Decker Hard Seat Passenger Trail Car of ""Jinlun"" DMU",{BLACK}全称：{GOLD}“金轮号”内燃动车组25系双层软座拖车
STR_FULL_NAME_G11,{BLACK}FULLNAME: G11-type{GOLD} Acid-Alkali {BLACK}Tank Wagon,{BLACK}全称：G11型{GOLD}酸碱{BLACK}罐车
STR_FULL_NAME_G70B,{BLACK}FULLNAME: G70B-type{GOLD} Light Oil {BLACK}Tank Wagon,{BLACK}全称：G70B型低重心{GOLD}轻油{BLACK}罐车
STR_FULL_NAME_GF1M,{BLACK}FULLNAME: GF1M-type{GOLD} Fly Ash {BLACK}Tank Wagon,{BLACK}全称：GF1M型{GOLD}粉煤灰{BLACK}罐车
STR_FULL_NAME_GF70,{BLACK}FULLNAME: GF70-type{GOLD} Alumina Powder {BLACK}Tank Wagon,{BLACK}全称：GF70型{GOLD}氧化铝粉{BLACK}罐车
STR_FULL_NAME_GH40LK,{BLACK}FULLNAME: GH40LK-type{GOLD} Concentrated Nitric Acid {BLACK}Tank Wagon,{BLACK}全称：GH40LK型{GOLD}浓硝酸{BLACK}罐车
STR_FULL_NAME_GH65K,{BLACK}FULLNAME: GH65K-type{GOLD} Yellow Phosphorus {BLACK}Tank Wagon,{BLACK}全称：GH65K型{GOLD}黄磷{BLACK}罐车
STR_FULL_NAME_GHA70,{BLACK}FULLNAME: GHA70-type{GOLD} Alcohol {BLACK}Tank Wagon,{BLACK}全称：GHA70型{GOLD}醇类{BLACK}罐车
STR_FULL_NAME_GHA70A,{BLACK}FULLNAME: GHA70A-type{GOLD} Para-xylene {BLACK}Tank Wagon,{BLACK}全称：GHA70A型{GOLD}对二甲苯{BLACK}罐车
STR_FULL_NAME_GS,{BLACK}FULLNAME: GS-type{GOLD} Edible Oil {BLACK}Tank Wagon,{BLACK}全称：GS型{GOLD}食用油{BLACK}罐车
STR_FULL_NAME_GQ80,{BLACK}FULLNAME: GQ80-type{GOLD} Light Oil {BLACK}Tank Wagon,{BLACK}全称：GQ80型{GOLD}轻油{BLACK}罐车
STR_FULL_NAME_GN60,{BLACK}FULLNAME: GN60-type{GOLD} Heavy Oil {BLACK}Tank Wagon,{BLACK}全称：GN60型{GOLD}粘油{BLACK}罐车
STR_FULL_NAME_BGW70,{BLACK}FULLNAME: BGW70-type{GOLD} Edible Oil {BLACK}Tank Wagon,{BLACK}全称：BGW70型{GOLD}食用油{BLACK}罐车
STR_FULL_NAME_JF1,{BLACK}FULLNAME: {GOLD}JieFang {BLACK}(Meaning: Liberate) {GOLD}1 Steam Locomotive,{BLACK}全称：{GOLD}解放1型蒸汽机车
STR_FULL_NAME_SL6,{BLACK}FULLNAME: {GOLD}ShengLi {BLACK}(Meaning: Victory) {GOLD}6 Steam Locomotive,{BLACK}全称：{GOLD}胜利6型蒸汽机车
STR_FULL_NAME_SL7,{BLACK}FULLNAME: {GOLD}Pashina Steam Locomotive,{BLACK}全称：{GOLD}パシナ型蒸汽机车
STR_FULL_NAME_HP,{BLACK}FULLNAME: {GOLD}Heping {BLACK}(Meaning: Peace) {GOLD}Steam Locomotive,{BLACK}全称：{GOLD}和平型内燃机车
STR_FULL_NAME_QJ,{BLACK}FULLNAME: {GOLD}Qianjin {BLACK}(Meaning: Forward) {GOLD}Steam Locomotive,{BLACK}全称：{GOLD}前进型蒸汽机车
STR_FULL_NAME_SY,{BLACK}FULLNAME: {GOLD}Shangyou {BLACK}(Meaning: Aiming High) {GOLD}Steam Locomotive,{BLACK}全称：{GOLD}上游型蒸汽机车
STR_FULL_NAME_DF,{BLACK}FULLNAME: {GOLD}Dongfeng Diesel Locomotive,{BLACK}全称：{GOLD}东风型内燃机车
STR_FULL_NAME_DF2,{BLACK}FULLNAME: {GOLD}Dongfeng Diesel 2 Locomotive,{BLACK}全称：{GOLD}东风2型内燃机车
STR_FULL_NAME_DF3,{BLACK}FULLNAME: {GOLD}Dongfeng 3 Diesel Locomotive,{BLACK}全称：{GOLD}东风3型内燃机车
STR_FULL_NAME_DF4,{BLACK}FULLNAME: {GOLD}Dongfeng 4 Diesel Locomotive,{BLACK}全称：{GOLD}东风4型内燃机车
STR_FULL_NAME_DF4B,{BLACK}FULLNAME: {GOLD}Dongfeng 4B Diesel Locomotive,{BLACK}全称：{GOLD}东风4B型内燃机车
STR_FULL_NAME_DF4C,{BLACK}FULLNAME: {GOLD}Dongfeng 4C Diesel Locomotive,{BLACK}全称：{GOLD}东风4C型内燃机车
STR_FULL_NAME_DF4D,{BLACK}FULLNAME: {GOLD}Dongfeng 4D Diesel Locomotive,{BLACK}全称：{GOLD}东风4D型内燃机车
STR_FULL_NAME_DF4D7000,{BLACK}FULLNAME: {GOLD}Dongfeng 4D Diesel Locomotive 7000 Series,{BLACK}全称：{GOLD}东风4D型内燃机车7000系
STR_FULL_NAME_DF4DF,{BLACK}FULLNAME: {GOLD}Dongfeng 4DF Diesel Locomotive,{BLACK}全称：{GOLD}东风4DF型内燃机车
STR_FULL_NAME_DF4E,{BLACK}FULLNAME: {GOLD}Dongfeng 4E Diesel Locomotive,{BLACK}全称：{GOLD}东风4E型内燃机车
STR_FULL_NAME_DF5KZ,{BLACK}FULLNAME: {GOLD}Dongfeng 5 Diesel Locomotive ,{BLACK}全称：{GOLD}东风5型内燃机车
STR_FULL_NAME_DF5,{BLACK}FULLNAME: {GOLD}Dongfeng 5 Diesel Locomotive 1000 Series,{BLACK}全称：{GOLD}东风5型内燃机车1000系
STR_FULL_NAME_DF7D,"{BLACK}FULLNAME: {GOLD}Dongfeng 7D Diesel Locomotive{}{BLACK}Livery Availability: {GOLD}Orange Livery, Green Livery",{BLACK}全称：{GOLD}东风7D型内燃机车{}{BLACK}可选择的涂装：{GOLD}橘色涂装，绿色涂装
STR_FULL_NAME_DF7D3000,"{BLACK}FULLNAME: {GOLD}Dongfeng 7D Diesel Locomotive 3000 Series{}{BLACK}Livery Availability: {GOLD}Orange Livery, Green Livery, Double Cab Livery",{BLACK}全称：{GOLD}东风7D型内燃机车3000系{}{BLACK}可选择的涂装：{GOLD}橘色涂装，绿色涂装，双司机室
STR_FULL_NAME_DF7G,{BLACK}FULLNAME: {GOLD}Dongfeng 7G Diesel Locomotive,{BLACK}全称：{GOLD}东风7G型内燃机车
STR_FULL_NAME_DF7G5000,{BLACK}FULLNAME: {GOLD}Dongfeng 7G Diesel Locomotive 5000 Series,{BLACK}全称：{GOLD}东风7G型内燃机车5000系
STR_FULL_NAME_DF7G8000,{BLACK}FULLNAME: {GOLD}Dongfeng 7G Diesel Locomotive 8000 Series,{BLACK}全称：{GOLD}东风7G型内燃机车8000系
STR_FULL_NAME_DF8,{BLACK}FULLNAME: {GOLD}Dongfeng 8 Diesel Locomotive,{BLACK}全称：{GOLD}东风8型内燃机车
STR_FULL_NAME_DF8B,{BLACK}FULLNAME: {GOLD}Dongfeng 8B Diesel Locomotive,{BLACK}全称：{GOLD}东风8B型内燃机车
STR_FULL_NAME_DF9,"{BLACK}FULLNAME: {GOLD}Dongfeng 9 Diesel Locomotive{}{BLACK}Livery Availability: {GOLD}Blue Livery, Red Livery, Light Blue Livery",{BLACK}全称：{GOLD}东风9型内燃机车{}{BLACK}可选择的涂装：{GOLD}蓝色涂装，红色涂装，浅蓝色涂装
STR_FULL_NAME_DF10,{BLACK}FULLNAME: {GOLD}Dongfeng 10 Diesel Locomotive,{BLACK}全称：{GOLD}东风10型内燃机车
STR_FULL_NAME_DF11,{BLACK}FULLNAME: {GOLD}Dongfeng 11 Diesel Locomotive,{BLACK}全称：{GOLD}东风11型内燃机车
STR_FULL_NAME_DF11PLATEAU,{BLACK}FULLNAME: {GOLD}Dongfeng 11 Plateau Type Diesel Locomotive,{BLACK}全称：{GOLD}东风11高原型内燃机车
STR_FULL_NAME_DF11G,{BLACK}FULLNAME: {BLUE}Dongfeng 11G {WHITE}Diesel Locomotive,{BLACK}全称：{BLUE}东风11G型{WHITE}内燃机车
STR_FULL_NAME_DF11Z,{BLACK}FULLNAME: {GOLD}Dongfeng 11Z Diesel Locomotive,{BLACK}全称：{GOLD}东风11Z型内燃机车
STR_FULL_NAME_NY1,"{BLACK}FULLNAME: {GOLD}Neiye 1 ""Weixing"" Diesel Locomotive",{BLACK}全称：{GOLD}内液1“卫星”型内燃机车
STR_FULL_NAME_DFH1,{BLACK}FULLNAME: {GOLD}Dongfanghong 1 Diesel Locomotive,{BLACK}全称：{GOLD}东方红1型内燃机车
STR_FULL_NAME_DFH3,"{BLACK}FULLNAME: {GOLD}Dongfanghong 3 Diesel Locomotive{}{BLACK}Livery Availability: Ordinary {BLUE}Blue {BLACK}Livery, {RED}Red {BLACK}Livery, {BROWN}""Gongqingtuan"" {BLACK}Livery ,Liaodong Peninsula Livery",{BLACK}全称：{GOLD}东方红3型内燃机车{}{BLACK}可选择的涂装：原始蓝色涂装，红色涂装，共青团号涂装，辽东半岛号涂装
STR_FULL_NAME_DFH7,{BLACK}FULLNAME: {GOLD}Dongfanghong 7 Diesel Locomotive,{BLACK}全称：{GOLD}东方红7型内燃机车
STR_FULL_NAME_BEIJING_PASSENGER,{BLACK}FULLNAME: {GOLD}Passenger Type Beijing Diesel Locomotive,{BLACK}全称：{GOLD}北京客运型内燃机车
STR_FULL_NAME_BEIJING_FREIGHT,{BLACK}FULLNAME: {GOLD}Freight Type Beijing Diesel Locomotive,{BLACK}全称：{GOLD}北京货运型内燃机车
STR_FULL_NAME_BEIJING_SPECIAL,{BLACK}FULLNAME: {GOLD}Special Type Beijing Diesel Locomotive,{BLACK}全称：{GOLD}北京专运型内燃机车
STR_FULL_NAME_BEIJING_RECONNECT_FREIGHT,{BLACK}FULLNAME: {GOLD}Reconnect Freight Type Beijing Diesel Locomotive,{BLACK}全称：{GOLD}北京重联货运型内燃机车
STR_FULL_NAME_ND2,{BLACK}FULLNAME: {GOLD}Neidian 2 Diesel Locomotive,{BLACK}全称：{GOLD}内电2型内燃机车
STR_FULL_NAME_ND4,{BLACK}FULLNAME: {GOLD}Neidian 4 Diesel Locomotive,{BLACK}全称：{GOLD}内电4型内燃机车
STR_FULL_NAME_ND5,{BLACK}FULLNAME: {GOLD}Neidian 5 Diesel Locomotive,{BLACK}全称：{GOLD}内电5型内燃机车
STR_FULL_NAME_NY5,{BLACK}FULLNAME: {GOLD}Neiye 5 Diesel Locomotive,{BLACK}全称：{GOLD}内液5型内燃机车
STR_FULL_NAME_NY6,{BLACK}FULLNAME: {GOLD}Neiye 6 Diesel Locomotive,{BLACK}全称：{GOLD}内液6型内燃机车
STR_FULL_NAME_NY7,{BLACK}FULLNAME: {GOLD}Neiye 7 Diesel Locomotive,{BLACK}全称：{GOLD}内液7型内燃机车
STR_FULL_NAME_HXN3,{BLACK}FULLNAME: {GOLD}Hexie 3 Diesel Locomotive,{BLACK}全称：{GOLD}和谐内3型内燃机车
STR_FULL_NAME_HXN5,{BLACK}FULLNAME: {GOLD}Hexie 5 Diesel Locomotive,{BLACK}全称：{GOLD}和谐内5型内燃机车
STR_FULL_NAME_HXN5B,{BLACK}FULLNAME: {GOLD}Hexie 5B Diesel Locomotive,{BLACK}全称：{GOLD}和谐内5B型内燃机车
STR_FULL_NAME_FXN3C,{BLACK}FULLNAME: {GOLD}Fuxing 3C Diesel Locomotive,{BLACK}全称：{GOLD}复兴内3C型内燃机车
STR_FULL_NAME_FXN5C,{BLACK}FULLNAME: {GOLD}Fuxing 5C Diesel Locomotive,{BLACK}全称：{GOLD}复兴内5C型内燃机车
STR_FULL_NAME_GC160,{BLACK}FULLNAME: {GOLD}Qinglin GC160 Diesel Railbus,{BLACK}全称：{GOLD}秦岭GC160型重型轨道车
STR_FULL_NAME_GC220,{BLACK}FULLNAME: {GOLD}Jinying GC220 Diesel Railbus,{BLACK}全称：{GOLD}金鹰GC220型重型轨道车
STR_FULL_NAME_JY600,{BLACK}FULLNAME: {GOLD}Jinying JY600 Diesel Locomotive,{BLACK}全称：{GOLD}金鹰JY600型内燃机车
STR_FULL_NAME_SS1,{BLACK}FULLNAME: {GOLD}Shaoshan 1 Electric Locomotive,{BLACK}全称：{GOLD}韶山1型电力机车
STR_FULL_NAME_SS3,"{BLACK}FULLNAME: {GOLD}Shaoshan 3 Electric Locomotive{}{BLACK}Livery Availability: Ordinary {BLACK}Livery, {DKGREEN}Grassgreen {BLACK}Livery, {BLUE}Blue {BLACK}Livery, {RED}Red {BLACK}Livery and Fuzhou Livery",{BLACK}全称：{GOLD}韶山3型电力机车{}{BLACK}可替换的涂装：原始涂装，红色涂装，蓝色涂装，草绿色涂装，福州机务段涂装
STR_FULL_NAME_SS3B,{BLACK}FULLNAME: {GOLD}Shaoshan 3B Electric Locomotive,{BLACK}全称：{GOLD}韶山3B型电力机车
STR_FULL_NAME_SS4,"{BLACK}FULLNAME: {GOLD}Shaoshan 4 Electric Locomotive{}{BLACK}Livery Availability: Ordinary {BLUE}Blue {BLACK}Livery, {WHITE}White {BLACK}Livery, {WHITE}White {BLACK}Livery with {BLUE}Blue {BLACK}Roof, Factory Livery",{BLACK}全称：{GOLD}韶山4型电力机车{}{BLACK}可替换的涂装：蓝色涂装，白色涂装，车顶为蓝色的白色涂装，出厂涂装
STR_FULL_NAME_SS4B,{BLACK}FULLNAME: {GOLD}Shaoshan 4B Electric Locomotive,{BLACK}全称：{GOLD}韶山4B型电力机车
STR_FULL_NAME_SS4C,{BLACK}FULLNAME: {GOLD}Shaoshan 4C Electric Locomotive,{BLACK}全称：{GOLD}韶山4C型电力机车
STR_FULL_NAME_SS4G,{BLACK}FULLNAME: {GOLD}Shaoshan 4G Electric Locomotive,{BLACK}全称：{GOLD}韶山4G型电力机车
STR_FULL_NAME_SS5,{BLACK}FULLNAME: {GOLD}Shaoshan 5 Electric Locomotive,{BLACK}全称：{GOLD}韶山5型电力机车
STR_FULL_NAME_SS6,{BLACK}FULLNAME: {GOLD}Shaoshan 6 Electric Locomotive,{BLACK}全称：{GOLD}韶山6型电力机车
STR_FULL_NAME_SS6B,{BLACK}FULLNAME: {GOLD}Shaoshan 6B Electric Locomotive,{BLACK}全称：{GOLD}韶山6B型电力机车
STR_FULL_NAME_SS7,{BLACK}FULLNAME: {GOLD}Shaoshan 7 Electric Locomotive,{BLACK}全称：{GOLD}韶山7型电力机车
STR_FULL_NAME_SS7B,{BLACK}FULLNAME: {GOLD}Shaoshan 7B Electric Locomotive,{BLACK}全称：{GOLD}韶山7B型电力机车
STR_FULL_NAME_SS7C,{BLACK}FULLNAME: {GOLD}Shaoshan 7C Electric Locomotive,{BLACK}全称：{GOLD}韶山7C型电力机车
STR_FULL_NAME_SS7D,{BLACK}FULLNAME: {GOLD}Shaoshan 7D Electric Locomotive,{BLACK}全称：{GOLD}韶山7D型电力机车
STR_FULL_NAME_SS7E,{BLACK}FULLNAME: {GOLD}Shaoshan 7E Electric Locomotive,{BLACK}全称：{GOLD}韶山7E型电力机车
STR_FULL_NAME_SS8,{BLACK}FULLNAME: {GOLD}Shaoshan 8 Electric Locomotive,{BLACK}全称：{GOLD}韶山8型电力机车
STR_FULL_NAME_SS9,{BLACK}FULLNAME: {GOLD}Shaoshan 9 Electric Locomotive,{BLACK}全称：{GOLD}韶山9型电力机车
STR_FULL_NAME_SS9G,{BLACK}FULLNAME: {GOLD}Shaoshan 9G Electric Locomotive,{BLACK}全称：{GOLD}韶山9G型电力机车
STR_FULL_NAME_HXD1,{BLACK}FULLNAME: {GOLD}Hexie/Harmony 1 Electric Locomotive,{BLACK}全称：{GOLD}和谐1型电力机车
STR_FULL_NAME_HXD11000,{BLACK}FULLNAME: {GOLD}Hexie/Harmony 1 Electric Locomotive 1000 Series,{BLACK}全称：{GOLD}和谐1型电力机车1000系
STR_FULL_NAME_HXD1B,{BLACK}FULLNAME: {GOLD}Hexie/Harmony 1B Electric Locomotive,{BLACK}全称：{GOLD}和谐1B型电力机车
STR_FULL_NAME_HXD1C,{BLACK}FULLNAME: {GOLD}Hexie/Harmony 1C Electric Locomotive,{BLACK}全称：{GOLD}和谐1C型电力机车
STR_FULL_NAME_HXD1D,{BLACK}FULLNAME: {GOLD}Hexie/Harmony 1D Electric Locomotive,{BLACK}全称：{GOLD}和谐1D型电力机车
STR_FULL_NAME_FXD1B,{BLACK}FULLNAME: {GOLD}Fuxing/Revival 1B Electric Locomotive,{BLACK}全称：{GOLD}复兴1B型电力机车
STR_FULL_NAME_FXD1B1000,{BLACK}FULLNAME: {GOLD}Fuxing/Revival 1B Electric Locomotive 1000 Series,{BLACK}全称：{GOLD}复兴1B型电力机车1000系
STR_FULL_NAME_HXD2,{BLACK}FULLNAME: {GOLD}Hexie/Harmony 2 Electric Locomotive,{BLACK}全称：{GOLD}和谐2型电力机车
STR_FULL_NAME_HXD21000,{BLACK}FULLNAME: {GOLD}Hexie/Harmony 2 Electric Locomotive 1000 Series,{BLACK}全称：{GOLD}和谐2型电力机车1000系
STR_FULL_NAME_HXD2B,{BLACK}FULLNAME: {GOLD}Hexie/Harmony 2B Electric Locomotive,{BLACK}全称：{GOLD}和谐2B型电力机车
STR_FULL_NAME_HXD2D,{BLACK}FULLNAME: {GOLD}Hexie/Harmony 2D Electric Locomotive,{BLACK}全称：{GOLD}和谐2D型电力机车
STR_FULL_NAME_FXD2B,{BLACK}FULLNAME: {GOLD}Fuxing/Revival 2B Electric Locomotive,{BLACK}全称：{GOLD}复兴2B型电力机车
STR_FULL_NAME_FXD2B1000,{BLACK}FULLNAME: {GOLD}Fuxing/Revival 2B Electric Locomotive 1000 Series,{BLACK}全称：{GOLD}复兴2B型电力机车1000系
STR_FULL_NAME_HXD3,{BLACK}FULLNAME: {GOLD}Hexie/Harmony 3 Electric Locomotive,{BLACK}全称：{GOLD}和谐3型电力机车
STR_FULL_NAME_HXD3C,{BLACK}FULLNAME: {GOLD}Hexie/Harmony 3C Electric Locomotive,{BLACK}全称：{GOLD}和谐3C型电力机车
STR_FULL_NAME_HXD3D,{BLACK}FULLNAME: {GOLD}Hexie/Harmony 3D Electric Locomotive,{BLACK}全称：{GOLD}和谐3D型电力机车
# Series Name,,
STR_JF1_SERIES,JF1 (Steam Locomotive),解放1型 (蒸汽机车)
STR_QJ_SERIES,QJ Series (Steam Locomotive),前进系列 (蒸汽机车)
STR_DF4_SERIES,DF4 Series (Diesel Locomotive),DF4系列 (内燃机车)
STR_DF4D_SERIES,DF4D Series (Diesel Locomotive),DF4D系列 (内燃机车)
STR_DF5_SERIES,DF5 Series (Diesel Locomotive),DF5系列 (内燃机车)
STR_DF7D_SERIES,DF7D Series (Diesel Locomotive),DF7D系列 (内燃机车)
STR_DF7G_SERIES,DF7G Series (Diesel Locomotive),DF7G系列 (内燃机车)
STR_DF8_SERIES,DF8 Series (DIESEL Locomotive),DF8系列 (内燃机车)
STR_DF10_SERIES,DF10 Series (Diesel Locomotive),DF10系列 (内燃机车)
STR_DF11_SERIES,DF11 Series (Diesel Locomotive),DF11系列 (内燃机车)
STR_DFH1_SERIES,DFH1 Series (Diesel Locomotive),DFH1系列 (内燃机车)
STR_BEIJING_SERIES,Beijing Series (Diesel Locomotive),北京系列 (内燃机车)
STR_NY5_SERIES,NY5 Series (Diesel Locomotive),NY5系列 (内燃机车)
STR_SS4_SERIES,SS4 Series (Electric Locomotive),SS4系列 (电力机车)
STR_SS6_SERIES,SS6 Series (Electric Locomotive),SS6系列 (电力机车)
STR_SS7_SERIES,SS7 Series (Electric Locomotive),SS7系列 (电力机车)
STR_SS9_SERIES,SS9 Series (Electric Locomotive),SS9系列 (电力机车)
STR_HXD1_SERIES,HXD1 Series (Electric Locomotive),HXD1系列 (电力机车)
STR_HXD2_SERIES,HXD2 Series (Electric Locomotive),HXD2系列 (电力机车)
STR_HXD3_SERIES,HXD3 Series (Electric Locomotive),HXD3系列 (电力机车)
STR_HXN3_SERIES,HXN3 Series (Diesel Locomotive),HXN3系列 (内燃机车)
STR_HXN5_SERIES,HXN5 Series (Diesel Locomotive),HXN5系列 (内燃机车)
STR_FXD1_SERIES,FXD1 Series (Electric Locomotive),FXD1系列 (电力机车)
STR_FXN3_SERIES,FXN3 Series (Diesel Locomotive),FXN3系列 (内燃机车)
STR_FXN5_SERIES,FXN5 Series (Diesel Locomotive),FXN5系列 (内燃机车)
STR_NZJ2_SERIES,NZJ2 Series (DMU),NZJ2系列 (内燃动车组)
STR_CRH1_SERIES,CRH1 Series (EMU),CRH1系列 (电力动车组)
STR_CRH2_SERIES,CRH2 Series (EMU),CRH2系列 (电力动车组)
STR_CRH3_SERIES,CRH3 Series (EMU),CRH3系列 (电力动车组)
STR_CRH5_SERIES,CRH5 Series (EMU),CRH5系列 (电力动车组)
STR_CRH6_SERIES,CRH6 Series (EMU),CRH6系列 (电力动车组)
STR_CRH380A_SERIES,CRH380A Series (EMU),CRH380A系列 (电力动车组)
STR_CRH380B_SERIES,CRH380B Series (EMU),CRH380B系列 (电力动车组)
STR_CR200J_SERIES,CR200J Series (EMU),CR200J系列 (电力动车组)
STR_CR400AF_SERIES,CR400AF Series (EMU),CR400AF系列 (电力动车组)
STR_CR400BF_SERIES,CR400BF Series (EMU),CR400BF系列 (电力动车组)
STR_SMR_COACHES_SERIES,SMR Coaches,满铁客车
STR_FIXED_COACHES_SERIES,Fixed Coaches,杂型客车
STR_18_SERIES,Type 18 Series Coaches,18型客车
STR_21_SERIES,Type 21 Series Coaches,21型客车
STR_22_SERIES,Type 22 Series Coaches,22型客车
STR_22_AIRCON_SERIES,Type 22 Series Air-conditioned Coaches,22型空调客车
STR_22B_SERIES,Type 22B Series Coaches,22B型客车
STR_24_DDR_SERIES,Type 24 Series Coaches (DDR),24型客车 (东德造)
STR_25_SERIES,Type 25 Series Coaches,25型客车
STR_S25_SERIES,Type S25 Series Coaches,S25型双层客车
STR_25A_SERIES,Type 25A Series Coaches,25A型客车
STR_25_HK_SERIES,Type 25 Series Canton-Kowloon Railway Coaches,25型广九铁路客车
STR_25B_SERIES,Type 25B Series Coaches,25B型客车
STR_S25B_SERIES,Type S25B Series Coaches,S25B型双层客车
STR_25C_SERIES,Type 25C Series Coaches,25C型客车
STR_25G_SERIES,Type 25G Series Coaches,25G型客车
STR_25Z_SERIES,Type 25Z Series Coaches,25Z型客车
STR_S25Z_SERIES,Type S25Z Series Coaches,S25Z型双层客车
STR_25K_SERIES,Type 25K Series Coaches,25K型客车
STR_S25K_SERIES,Type S25K Series Coaches,S25K型双层客车
STR_25T_SERIES,Type 25T Series Coaches,25T型客车
STR_25DT_JINLUN_SERIES,NZJ2 JINLUN DMU Wagons,"NZJ2 ""金轮号""动车组拖车"
STR_MU_WAGON,MU Wagons,动车组车厢
STR_BOXCAR,Boxcar,棚车
STR_FLATCAR,Flatcar,平车
STR_TANKER,Tanker,罐车
STR_GONDOLA,Gondola,敞车
STR_REFRIGERATOR_WAGON,Refrigerator Wagon,保温车
STR_VEHICLE_TRANSPORTER,Vehicle Transporter,汽车运输车
# Import Regien,,
STR_UNRRA_DONATE,Donated by UNRRA,联合国救济总署捐赠车型
STR_US_IMPORT,Imported from United States,美国进口车型
STR_DE_IMPORT,Imported from Germany,德国进口车型
STR_DBR_IMPORT,Imported from West Germany,西德进口车型
STR_DDR_IMPORT,Imported from East Germany,东德进口车型
STR_FR_IMPORT,Imported from France,法国进口车型
STR_HU_IMPORT,Imported from Hungary,匈牙利进口车型
STR_SE_IMPORT,Imported from Sweden,瑞典进口车型
STR_JP_IMPORT,Imported from Japan,日本进口车型
STR_RO_IMPORT,Imported from Romania,罗马尼亚进口车型
STR_DESC_8,{STRING}{}{STRING}{}{STRING}{}{STRING}{}{STRING}{}{STRING}{}{STRING}{}{STRING},
STR_DESC_6,{STRING}{}{STRING}{}{STRING}{}{STRING}{}{STRING}{}{STRING},
STR_DESC_5,{STRING}{}{STRING}{}{STRING}{}{STRING}{}{STRING},
STR_DESC_4,{STRING}{}{STRING}{}{STRING}{}{STRING},
STR_DESC_3,{STRING}{}{STRING}{}{STRING},
STR_DESC_2,{STRING}{}{STRING},
STR_LV_COLOR_PREFIX,{STRING}{STRING}{STRING}{STRING},
STR_LV_AVAILABLE_S,{STRING}{STRING} {STRING} {STRING} {STRING} {STRING},
STR_LV_AVAILABLE_L,{STRING}{STRING} {STRING} {STRING} {STRING} {STRING} {STRING} {STRING} {STRING} {STRING} {STRING} {STRING} {STRING} {STRING} {STRING} {STRING} {STRING} {STRING},
# Desc,,
STR_SMR_VEHICLE,"{BLACK}Vehicle used by the South Manchuria Railway, a railway company which was established by the Japanese during their invasion of China",{BLACK}日本侵略者所设立的“南满洲铁道株式会社”所使用过的车辆
STR_JINLUN_25DT,"Coaches use for DMU {BLUE}""JIN{WHITE}LUN""",{BLUE}金{WHITE}轮{RED}号{GOLD}内燃动车组所使用的拖车
STR_XL25T_SSPE_DESCRIPTION,"{BLACK}A version of XL25T for Super Speed Parcel Express Co., Ltd.",{BLACK}新时速运递公司使用的XL25T版本。
STR_CHA1C_DESC,"{BLACK}Hybrid Locomotive using battery on non-electrified tracks providing {BLUE}2000 kW{BLACK}, and providing {RED}2400 kW{BLACK} on 25kV AC tracks",{BLACK}混合动力机车。在非电气化路段使用电池供电，功率为{BLUE}2000 kW{BLACK}。在25kV交流供电铁路上功率为{RED}2400 kW
STR_FIT_DESC,"{BLACK} Tilting Train, with higher max speed acrosing curves",{BLACK}摆式列车，更高的弯道最大通过速度
STR_CRH2A4020_DESC,{RED}Salute to Driver Yang Yong,{RED}致敬杨勇师傅
# Livery Availability,,
STR_DF_LIVERY_AVAILABILITY,"{BLACK}Livery Availability: {GOLD}Yellow {GREEN}Line {BLACK}Livery, {WHITE}White {GREEN}Line {BLACK}Livery","{BLACK}可供选择的涂装：{GOLD}黄色{GREEN}窗线{BLACK}涂装, {WHITE}白色{GREEN}窗线{BLACK}涂装"
